"at_uri","AuthorDID","CID","CreatedDate","ReplyParent","ReplyRoot","SearchText"
"at://did:plc:xh7clgho2tv6ysd6vcypiabf/app.bsky.feed.post/3livopmvbjs2o","did:plc:xh7clgho2tv6ysd6vcypiabf","bafyreie74hwst2zhivqcbvjquscnsouzgzn5b5t3osh2qouuol5ovtn7p4","2025-02-24T06:08:27.273738+00:00","null","null","""t. grace, a. principi: constructing a variational ground state of matter fermions coupled to a vison pair in kitaev's honeycomb model https://arxiv.org/abs/2502.15113 https://arxiv.org/pdf/2502.15113 https://arxiv.org/html/2502.15113        """
"at://did:plc:ramebjbt3xjvxrbskh73zzfq/app.bsky.feed.post/3lfortlnxjs2k","did:plc:ramebjbt3xjvxrbskh73zzfq","bafyreicarvmdnu34542ytguekwfcjztbfm3hqh3tdpvf5p2bngf733oqka","2025-01-14T08:00:08.428Z","null","null","""\n\n-report:  special counsel jack smith:  vol. 1\n\n.\ntrumpdossier.biz/pdf_docs/spe...\n\n. https://trumpdossier.biz/pdf_docs/special-counsel-jack-smith-vol-1.pdf      """
"at://did:plc:kat7wkkgmmdffwp7bnbee7he/app.bsky.feed.post/3lg5dxigz2w23","did:plc:kat7wkkgmmdffwp7bnbee7he","bafyreididhi6vdr6gvxj7gaydl47zu6vmuo73p3o5rlejefhu6qlmeebh4","2025-01-20T03:01:42.623227+00:00","null","null","""low-overhead magic state circuits with transversal cnots\nhttps://arxiv.org/pdf/2501.10291\nnicholas fazio, mark webster, zhenyu cai https://arxiv.org/abs/2501.10291 https://arxiv.org/abs/2501.10291 arxiv abstract link    """
"at://did:plc:llojyojekfb3vzxl44txm65v/app.bsky.feed.post/3lez6gfyc2k2u","did:plc:llojyojekfb3vzxl44txm65v","bafyreiequkw76lmz3b7blzyllu2bhw6xnhr4suoxmshojau2hgqajtfwwe","2025-01-05T17:46:50.666Z","null","null",""
"at://did:plc:wr7qqmyjiizkwvqhxj5bfaqp/app.bsky.feed.post/3lfmlhwxzdr2m","did:plc:wr7qqmyjiizkwvqhxj5bfaqp","bafyreig7pbd2uc3esjnjfrgr5hfbjtc2lmsiszrn3g2vhejb73mw3jxi7q","2025-01-13T11:00:53.484Z","at://did:plc:wr7qqmyjiizkwvqhxj5bfaqp/app.bsky.feed.post/3lfmlhwamcz2m","at://did:plc:wr7qqmyjiizkwvqhxj5bfaqp/app.bsky.feed.post/3lfmlhuu5hr2m","""3/\ndx.doi.org/10.1371/jour... http://dx.doi.org/10.1371/journal.ppat.1012039 emergence and spread of sars-cov-2 variants from farmed mink to humans and back during the epidemic in denmark, june-november 2020 author summary in addition to causing a pandemic in the human population, sars-cov-2 also infected farmed mink. in denmark, after the first identification of infection in mink during june 2020, a deci...    """
"at://did:plc:sffgmfwsoyfiwy3wwz43775m/app.bsky.feed.post/3lh3duouq332g","did:plc:sffgmfwsoyfiwy3wwz43775m","bafyreihd7a7674vfhderkwz6j2hr3mq6okfipj2dgk6lmyqooluemogypu","2025-02-01T01:20:00.986374+00:00","null","null","""hb606: modifies provisions relating to the department of higher education and workforce development\nstatus: referred: higher education and workforce development(h) 2025-01-30\nsponsor: willard haley (r) hd-058 https://documents.house.mo.gov/billtracking/bills251/hlrbillspdf/1735h.01i.pdf more info hb606: modifies provisions relating to the department of higher education and workforce development     """
"at://did:plc:sdtiecb2gwh7rvre33iwlt7j/app.bsky.feed.post/3lgy5i45vc22h","did:plc:sdtiecb2gwh7rvre33iwlt7j","bafyreih2cjs5otyqfmxu6fukcneqzzh7puk5xtualtxheyjbzo2iyqjrku","2025-01-30T18:47:37.245Z","null","null","""worth noting that papers in """"small niche journals"""" are likely to underpin many conservation orientated ref impact case studies \nwww.nature.com/articles/d41... https://www.nature.com/articles/d41586-025-00144-w want to get a species protected? publish in a small, niche journal studies are more likely to influence conservation law if they are published in specialist journals — but researchers worry that their true impact is being ignored in hiring and promotion decisions.     """
"at://did:plc:2wzdd66tk3disiczlloxi5wx/app.bsky.feed.post/3lhzzs5c7dd27","did:plc:2wzdd66tk3disiczlloxi5wx","bafyreict5ugf7tk7p7t2oyuhygkl2rsgfmeaynbekjuh46lr62visifziu","2025-02-13T06:12:10.111313+00:00","at://did:plc:2wzdd66tk3disiczlloxi5wx/app.bsky.feed.post/3lhzzs55xll27","at://did:plc:2wzdd66tk3disiczlloxi5wx/app.bsky.feed.post/3lhzzs47il42m","""heteroclinic loops. [6/6 of https://arxiv.org/abs/2502.08349v1]        """
"at://did:plc:gcnvlro2xs56wa3lubjgh7nu/app.bsky.feed.post/3ld6i7s2yg32h","did:plc:gcnvlro2xs56wa3lubjgh7nu","bafyreib7zpcts3r3oslyzmd3pcmuntwsodvpme3cdz5gu6jf2w4ppkfq2y","2024-12-13T09:35:01.263Z","null","null",""
"at://did:plc:bxpaash7iceqjiur5bt7xntr/app.bsky.feed.post/3ld6zobgbtk22","did:plc:bxpaash7iceqjiur5bt7xntr","bafyreidycqwn72vdx7cesffo2gl7zstiamqys7o5akjxegfich3qxn32w4","2024-12-13T14:47:20+00:00","null","null",""
"at://did:plc:ghwikxokwu7h7punwyvsqxxc/app.bsky.feed.post/3lilqd6mins2v","did:plc:ghwikxokwu7h7punwyvsqxxc","bafyreid3txhokswov36b6prn3q3n6tcorxplyewgndwhurcwyftfvhf57m","2025-02-20T07:10:39.801Z","null","null","""mom: linear sequence modeling with mixture-of-memories\nby du et al.\narxiv.org/abs/2502.13685\n\ntldr: combine multiple rnns with a routing/gating network.\nevaluated on language tasks. seems to outperform transformers? would have loved to see comparisons with ssms and xlstm.        """
"at://did:plc:vgvueqvmbqgoyxtcdebqdcgb/app.bsky.feed.post/3lhhb3pfszf2c","did:plc:vgvueqvmbqgoyxtcdebqdcgb","bafyreid6se4ccrcjbglszczcv6nbr7mbdjtealhfloodjubqfb4sm6mmbm","2025-02-05T13:02:10-06:00","null","null","""new cran package circnntsrsymmetric with initial version 0.1.0\n#rstats\nhttps://cran.r-project.org/package=circnntsrsymmetric https://cran.r-project.org/package=circnntsrsymmetric cran: package circnntsrsymmetric the statistical analysis of circular data using distributions based on symmetric nonnegative trigonometric sums (nnts). it includes functions to perform empirical analysis and estimate the parameters of density functions. fernandez-duran, j.j. and gregorio-dominguez, m.m. (2025), """"multimodal symmetric circular distributions based on nonnegative trigonometric sums and a likelihood ratio test for reflective symmetry"""", &lt;<a href=""""https://doi.org/10.48550%2farxiv.2412.19501"""" target=""""_top"""">doi:10.48550/arxiv.2412.19501</a>&gt;.     """
"at://did:plc:eiveak3pocy2gf2u3om3f6nt/app.bsky.feed.post/3lhia3lp2v527","did:plc:eiveak3pocy2gf2u3om3f6nt","bafyreib6y7cmifdpohfqsojc5lh7wfxptlcgzdx6uvzur3txoioy5djjk4","2025-02-06T04:16:54+00:00","null","null","""multiplexing light-inducible recombinases to control cell fate, boolean logic, and cell patterning in mammalian cells  https://www.biorxiv.org/content/10.1101/2025.02.05.636709v1         """
"at://did:plc:cntsyqukdx2af2bmbrgrqerh/app.bsky.feed.post/3lficdirwos2q","did:plc:cntsyqukdx2af2bmbrgrqerh","bafyreifcvswwac5ayxmzf5y746zjvj2axianpce3g5yirfpjwivjabwhwm","2025-01-11T18:06:43.984Z","at://did:plc:cntsyqukdx2af2bmbrgrqerh/app.bsky.feed.post/3lfic34oknk2q","at://did:plc:cntsyqukdx2af2bmbrgrqerh/app.bsky.feed.post/3lfial6ai2c27","""reflecting these trends: available state cash resources (all funds) now are about $100 billion (none borrowed externally). in the great recession, california struggled to keep $2.5 billion on hand (all of it borrowed). prior year balances as cold hard cash equivalents. sco.ca.gov/files-ard/ca... https://sco.ca.gov/files-ard/cash/december2024statementofgeneralfundcashreceiptsanddisbursements.pdf      """
"at://did:plc:yuddzjl72zo6bkns2anpbqha/app.bsky.feed.post/3lcyyb6wid32l","did:plc:yuddzjl72zo6bkns2anpbqha","bafyreig76ucwx4lwazsettqefdlmshjin73gqbkd3ujea4zj2tm5qalmn4","2024-12-11T05:06:08.846211Z","null","null",""
"at://did:plc:e7hlsunmnpqd5unhxypkwerg/app.bsky.feed.post/3lgekbwnrrs2u","did:plc:e7hlsunmnpqd5unhxypkwerg","bafyreiennmhxzeqiwlaqfeuhjfayqxnbpyh6h4uxqvoti24te2wk6gzq3u","2025-01-22T23:43:31.015Z","at://did:plc:e7hlsunmnpqd5unhxypkwerg/app.bsky.feed.post/3lgekbwnqsk2u","at://did:plc:e7hlsunmnpqd5unhxypkwerg/app.bsky.feed.post/3lgekbtrsgc2u","""early research is showing addictive behavior, spreading mental illness behavior, low self-esteem.\n\nlink.springer.com/article/10.1...\n\nbut more, because these young brains haven’t finished developing their sense of self, reward systems, and emotional regulation… https://link.springer.com/article/10.1007/s00787-024-02581-w scrolling through adolescence: a systematic review of the impact of tiktok on adolescent mental health - european child & adolescent psychiatry amidst rising concerns about mental health in adolescents, the role of social media (sm), particularly highly visual platforms such as tiktok, has become a growing focus of investigation. in the extan...     """
"at://did:plc:uxjdkwlgj5ptelt2x4e3zrzr/app.bsky.feed.post/3lf76u6phhm2m","did:plc:uxjdkwlgj5ptelt2x4e3zrzr","bafyreihjkbpv5hf2f6glrotzk3vhzemelkfnjnm3uepp2grgyo3n7cvtdm","2025-01-08T03:10:30.958664+00:00","null","null",""
"at://did:plc:hx6q6rcgnenxqssjulggjdzh/app.bsky.feed.post/3li4li6r3mc2u","did:plc:hx6q6rcgnenxqssjulggjdzh","bafyreigbxky2x6zsillqtrj6etyy7drgmewngs2dirtx4ltpu4l3ytoc6m","2025-02-14T06:34:02.941Z","at://did:plc:hx6q6rcgnenxqssjulggjdzh/app.bsky.feed.post/3li4lbhbamk2u","at://did:plc:hx6q6rcgnenxqssjulggjdzh/app.bsky.feed.post/3li4lbhbamk2u","""s3.documentcloud.org/documents/25... https://s3.documentcloud.org/documents/25535268/aliorder.pdf       """
"at://did:plc:g7yyya2k4atkbxdhtkm5soqj/app.bsky.feed.post/3lfu6duj2i22t","did:plc:g7yyya2k4atkbxdhtkm5soqj","bafyreigzaiuoxgkwlxdsft54zirdntflry4qasnsbfrs5aair5gwzqrcum","2025-01-16T11:27:18.169Z","null","null","""vδ2 t-cells response in people with #mpox infection: a three-month longitudinal assessment\n\n#gdtcells https://www.tandfonline.com/doi/full/10.1080/22221751.2025.2455585 vδ2 t-cells response in people with mpox infection: a three-month longitudinal assessment the first evidence that orthopoxvirus induced the expansion in vivo and the recall of effector innate vδ2 t-cells was described in a macaque model. although, an engagement of αβ t-cells specific re...    """
"at://did:plc:udx3xqsj65igmkdevlp3zpzh/app.bsky.feed.post/3lfi7tsotuc2m","did:plc:udx3xqsj65igmkdevlp3zpzh","bafyreiff3hexb5j36b44nwbzt5mtdhho776mqxdzai4uztvp77yvfdweea","2025-01-11T17:22:10.010Z","null","null","""this @nature.com review finds that “hydroclimate whiplash” — unusually large and sudden shifts between wet and dry conditions — has increased in frequency due to a warming planet. this volatility amplifies “flash floods, wildfires, landslides and disease outbreaks…” www.nature.com/articles/s43... https://www.nature.com/articles/s43017-024-00624-z hydroclimate volatility on a warming earth - nature reviews earth & environment rapid transitions between extreme wet and extreme dry conditions — ‘hydroclimate whiplash’ — have marked environmental and societal impacts. this review outlines observed and projected changes in hydr...    """
"at://did:plc:quna2f4yibcqbobigh3cdodu/app.bsky.feed.post/3ldgwe7txos2a","did:plc:quna2f4yibcqbobigh3cdodu","bafyreib3p6tx7fxytwl6hvqjyjlzs65dfb5uk6ihwt6mxexiynymmrekma","2024-12-16T18:09:20.270Z","null","null",""
"at://did:plc:tj3222hew7fr2qtgiudxaox7/app.bsky.feed.post/3lgazqp2cfs2a","did:plc:tj3222hew7fr2qtgiudxaox7","bafyreidsl6rrac7guaekvmzptq4wbbcvvwmr3vlsr2xsb7dlrimtsbne64","2025-01-21T14:09:36.539Z","null","null","""getting back on the reading after a busy semester start. these look exciting in the world of organelle genomes!\nwww.biorxiv.org/content/10.1...\nwww.biorxiv.org/content/10.1... (congrats @sloanevolab.bsky.social et al.!)\nwww.biorxiv.org/content/10.1... (congrats @wallaceucsf.bsky.social et al.!) https://www.biorxiv.org/content/10.1101/2025.01.16.633336.abstract      """
"at://did:plc:kdul7geyrebnj4i4tml6s5p7/app.bsky.feed.post/3ldme4lzkks2j","did:plc:kdul7geyrebnj4i4tml6s5p7","bafyreiad57ozqflayxikh4rykh74ycvm5oty23jpmpagc24dn242fq72de","2024-12-18T21:58:55.679Z","at://did:plc:idzf6ej7apjexubr3xz4wuk3/app.bsky.feed.post/3ldmdxj2xes2e","at://did:plc:apo2t7ketcjpsxsdtrbzhyzo/app.bsky.feed.post/3ldm5wjeyzs2k",""
"at://did:plc:2ad43tzb62uymghfdmvmn65j/app.bsky.feed.post/3ld4kfnf55k2j","did:plc:2ad43tzb62uymghfdmvmn65j","bafyreiggnwdzwiopgrmrzqtlyzvu3mybg2euc2ssse7ryk2xrx4wq6bc3i","2024-12-12T15:08:45.735Z","at://did:plc:2ad43tzb62uymghfdmvmn65j/app.bsky.feed.post/3ld4kdg4rhs2j","at://did:plc:2ad43tzb62uymghfdmvmn65j/app.bsky.feed.post/3ld4kdg4rhs2j",""
"at://did:plc:5qtf47soyj3stuno5vknxfb6/app.bsky.feed.post/3lg2eqc5jwc2c","did:plc:5qtf47soyj3stuno5vknxfb6","bafyreifgdl6lknqmtlbpdxnqel5yb2ksbwixtpqwomeqcm5x4lx2zaolsa","2025-01-18T22:37:36.005Z","at://did:plc:swoaeygasn75w2gkno4wa4gt/app.bsky.feed.post/3lg2c7jwzcs2q","at://did:plc:swoaeygasn75w2gkno4wa4gt/app.bsky.feed.post/3lfwxra67wk24","""you're looking for stuff like socioeconomic factors \n\nwww.sciencedirect.com/science/arti... https://www.sciencedirect.com/science/article/abs/pii/s0191886920301513 mediators of iq test score differences across racial and ethnic groups: the case for environmental and social justice mediators of iq score differences of whites with hispanics and african americans are reviewed in the wisc-iv, wisc-v, and wais-iv. mediators included …    """
"at://did:plc:2iv3f7svsfxfr5r53bgymkjk/app.bsky.feed.post/3lfeuvzcoi22r","did:plc:2iv3f7svsfxfr5r53bgymkjk","bafyreihaeugxrisnnrny3sj4kv3mg4mdw5weapcbhyi3bjbdhxot7s5fs4","2025-01-10T09:28:33.687Z","null","null","""there are now more than 200 million heat pumps installed around the world.\n\nit is a mature technology but we need to see the number of heat pumps to triple to meet the climate scenarios.\n\nmore in our @natureenergy.bsky.social paper 👇\n\nwww.nature.com/articles/s41...       """
"at://did:plc:td375tpmyefj2doocnuk732q/app.bsky.feed.post/3lg6etpagh22t","did:plc:td375tpmyefj2doocnuk732q","bafyreibyw4op6epd4nh5nk3tzcgdvt5ev2m44rcrcpqemm3apov42v3hxy","2025-01-20T12:50:09.349Z","at://did:plc:td375tpmyefj2doocnuk732q/app.bsky.feed.post/3lg6esbc6ls2t","at://did:plc:td375tpmyefj2doocnuk732q/app.bsky.feed.post/3lg6esbc6ls2t","""available at  doi.org/10.1177/2976... https://doi.org/10.1177/29768624241303109 platform gaslighting: a user-centric insight into social media corporate communications of content moderation - tom divon, carolina are, pam briggs, 2025 this paper delves into communications dynamics between social media platforms and their users as they navigate the opacity of governance policies. using meta an...    """
"at://did:plc:32r7scd5hucgv552zjfuaigc/app.bsky.feed.post/3lfbr75oe3x2i","did:plc:32r7scd5hucgv552zjfuaigc","bafyreiahpwt5clhfrlit7pfhltyh5t3d225ynjiniy3dxpq7tr5exnxfqi","2025-01-09T03:44:05.853934+00:00","null","null","""structural parameters of the thin disk population from evolved stars in solar neighborhood. s. iyisan et. al. https://arxiv.org/abs/2501.04079       """
"at://did:plc:x5rv6tsxd5x3zyugh4v6rd5z/app.bsky.feed.post/3lijucoskns2o","did:plc:x5rv6tsxd5x3zyugh4v6rd5z","bafyreifzcrpfuonhht2mddlrpueblhythvxtdbbjqsa2qumvlzdzzsaofa","2025-02-19T13:16:38.716Z","null","null","""道徳判断の二重過程モデル\niwata, y. (2025). a dual-process representation of moral judgment. social choice and welfare. advance online publication. doi.org/10.1007/s003... https://doi.org/10.1007/s00355-025-01583-0 a dual-process representation of moral judgment - social choice and welfare philosophers have tried to find an intuitively plausible principle that explains puzzling patterns in people’s moral judgments on ethical dilemmas. moral psychologists have shed light on the cognitive...     """
"at://did:plc:yhbp52uzo4vsn5hlkbrfvxoq/app.bsky.feed.post/3lciya5wylr2m","did:plc:yhbp52uzo4vsn5hlkbrfvxoq","bafyreicrxxefvwn5pe5mkylctxrirul2icr5ljp3lom2ob5un4w7exobmi","2016-12-19T12:43:54Z","null","null",""
"at://did:plc:y56wysunxmezwzhektrdspkv/app.bsky.feed.post/3ldg5wfec3s2n","did:plc:y56wysunxmezwzhektrdspkv","bafyreicns7p6s55shdz74x2t3dra4w3kjoubzzrnju76usdvwkv3h46mee","2024-12-16T10:52:03.877Z","at://did:plc:y56wysunxmezwzhektrdspkv/app.bsky.feed.post/3ldg5we6l2s2n","at://did:plc:y56wysunxmezwzhektrdspkv/app.bsky.feed.post/3ldg5wcuwzs2n",""
"at://did:plc:eqrkoxxgyl6fp7aei2wgp3nb/app.bsky.feed.post/3lfjy7zbomc2e","did:plc:eqrkoxxgyl6fp7aei2wgp3nb","bafyreihlv7b5gpaxakpmti4zvm37tgwtwzuflyvyadkeci4wvmnhfcwfu4","2025-01-12T10:11:09.117Z","null","null","""happy to share my latest work with archaeologist @manuelwill.bsky.social on lithic flake variability at the middle stone age site of sibhudu, south africa. as a bioanthropologist, this was my first non-bone paper, and i loved the interdisciplinary journey!\nwww.nature.com/articles/s41... https://www.nature.com/articles/s41598-025-85399-z exploring the utility of unretouched lithic flakes as markers of cultural change - scientific reports scientific reports - exploring the utility of unretouched lithic flakes as markers of cultural change    """
"at://did:plc:rz7fyco5t6aby5mnk3i45a4g/app.bsky.feed.post/3lgdgpduqvh2b","did:plc:rz7fyco5t6aby5mnk3i45a4g","bafyreib7xiqflm7o6ughl4rcxdqnvhydcwps5tkwtctctmzch5jlcqmg5a","2025-01-22T13:06:49.365619+00:00","at://did:plc:rz7fyco5t6aby5mnk3i45a4g/app.bsky.feed.post/3lgdgpd2mvg2p","at://did:plc:rz7fyco5t6aby5mnk3i45a4g/app.bsky.feed.post/3lgdgpa2tmc2q","""result for $(g\exc_\ell, g\den_{g+\ell})$ which states that $(g\exc_\ell, g\den_{g+\ell})$ is $(g+\ell-1)$-euler-mahonian for all positive integers $g$ and $\ell$. [6/6 of https://arxiv.org/abs/2501.12083v1]       """
"at://did:plc:mpf7s65cdaxc6xpkyzttwuxt/app.bsky.feed.post/3lctfywljc22x","did:plc:mpf7s65cdaxc6xpkyzttwuxt","bafyreih5p75see2kuttm65mxeyclyhjc3qvzkrfqqka63txvvaj4rfonia","2024-12-08T23:56:06.559Z","null","null",""
"at://did:plc:utkbfrbmma57vclzrjrobaez/app.bsky.feed.post/3lhxjf6kgat24","did:plc:utkbfrbmma57vclzrjrobaez","bafyreihvnxx6vv7mjbv4avc4gpfobm4ciux7nekl2sf26lvelljmkw7eym","2025-02-12T06:13:15.875693+00:00","null","null","""hanzaleh akbarinodehi, parsa moradi, mohammad ali maddah-ali: game of coding with an unknown adversary https://arxiv.org/abs/2502.07109 https://arxiv.org/pdf/2502.07109 https://arxiv.org/html/2502.07109        """
"at://did:plc:dmnxczsx5w7adk4l457rikrm/app.bsky.feed.post/3ldwdmotckj25","did:plc:dmnxczsx5w7adk4l457rikrm","bafyreigpxdlsg4nmoh33nmkb6pzdyuvrb4qgio7bad7gk62y3nrnqdfvrq","2024-12-22T21:16:39+00:00","null","null",""
"at://did:plc:ceyn6cx55i2ecg73bge4ovqz/app.bsky.feed.post/3lfi64hsi6224","did:plc:ceyn6cx55i2ecg73bge4ovqz","bafyreihiv77bhw6xl7go7yfejo3gixj7og36yg5pydwzd3lgzjjgmhyg5i","2025-01-11T16:51:13.104Z","null","null","""this recent article on definition of """"mainstream"""" in european politics co-authored by our co-director, prof. \n@dralbertazziuk.bsky.social, has made it into the list of most read articles of the last 12 months in west european politics\n\nfree to download!\n\nwww.tandfonline.com/doi/full/10.... https://www.tandfonline.com/doi/full/10.1080/01402382.2024.2359841?src=most-read-last-year the ‘mainstream’ in contemporary europe: a bi-dimensional and operationalisable conceptualisation the aim of this article is twofold. firstly, it offers a new definition of ‘mainstream’. moving beyond understandings of the concept that focus exclusively on parties’ alternation in power, or thei...    """
"at://did:plc:z3xqbrmbqyx3uk3bpq477xbg/app.bsky.feed.post/3lgujvn6lwc27","did:plc:z3xqbrmbqyx3uk3bpq477xbg","bafyreic2cbmvubfp3gc5crrialdmy63wbzofvole67wcbgmsdqww3tjcem","2025-01-29T08:19:17.254Z","null","null","""chaos erupts in us science as clown's team declares freeze on federal grants www.nature.com/articles/d41...        """
"at://did:plc:rz7fyco5t6aby5mnk3i45a4g/app.bsky.feed.post/3lij4uv3ls723","did:plc:rz7fyco5t6aby5mnk3i45a4g","bafyreicag2jwwkwpwrbk5hubw2faxpxbp6insepiszhngwtssfydlzum64","2025-02-19T06:17:19.465003+00:00","null","null","""michalis kokkinos: an improved bound on the number of dot products determined by a finite point set in the plane https://arxiv.org/abs/2502.12727 https://arxiv.org/pdf/2502.12727 https://arxiv.org/html/2502.12727        """
"at://did:plc:duhvoa756ez24vmvcaxcwx32/app.bsky.feed.post/3lia2uuk2os25","did:plc:duhvoa756ez24vmvcaxcwx32","bafyreiex32iuloeqmospdehrld6babigd6so3pepoxe5jrq4kkqel75age","2025-02-15T15:47:33.776Z","at://did:plc:duhvoa756ez24vmvcaxcwx32/app.bsky.feed.post/3lia2sllhns25","at://did:plc:keg3c3lhpxiihjho4e7auzaq/app.bsky.feed.post/3lhz472llik2k","""this means the entire mandate +was not+ automatically israel’s sovereign territory.\n\nthis is from the icj's 2024 finding, which you can read here (pp 21-22):\n\nwww.icj-cij.org/sites/defaul... https://www.icj-cij.org/sites/default/files/case-related/186/186-20240719-adv-01-00-en.pdf       """
"at://did:plc:qmy3nlg3frg5oshdyntcwgrx/app.bsky.feed.post/3ligyw5rams2m","did:plc:qmy3nlg3frg5oshdyntcwgrx","bafyreiagpuscygah42cjy4a7wwv6asxaohkvy5prm2h2p5fyqwkhcnogtm","2025-02-18T10:01:07.684Z","null","null","""ist elterliche #homeofficenutzung gut für die #vereinbarkeit von familie & erwerb? wie ist die #arbeitsteilung bei #elternpaaren und die #partnerschaftsqualität mit/ohne homeoffice? antworten gibt eine aktuelle studie: ➡️ doi.org/10.25365/pha...        """
"at://did:plc:3dl74kt3c3imeomycol5ic7f/app.bsky.feed.post/3lelxrqs7ip2n","did:plc:3dl74kt3c3imeomycol5ic7f","bafyreigtgsbovax57qvxny4rkwdf2socbwexkzmwo2hbmyderf4folvfrq","2018-09-19T08:24:08Z","at://did:plc:3dl74kt3c3imeomycol5ic7f/app.bsky.feed.post/3lelxi3gfra2z","at://did:plc:3dl74kt3c3imeomycol5ic7f/app.bsky.feed.post/3lelxi3gfra2z",""
"at://did:plc:26ridtj43ve6veqkmfsjgfxc/app.bsky.feed.post/3lh4d4n6shg2y","did:plc:26ridtj43ve6veqkmfsjgfxc","bafyreidpc53pzuc7a6oe6ci3fcihymjrxxmeldb7omwm3w5svd5qif6ehq","2025-02-01T10:39:13.619Z","null","null","""l. a. hoffmann, l. giomi, homochirality in the vicsek model: fluctuations and potential implications for cellular flocks. phys. rev. e. 111 (2025). http://dx.doi.org/10.1103/physreve.111.015427        """
"at://did:plc:ofj6c75elmrwovznddy7eig7/app.bsky.feed.post/3liy5nd4fa52c","did:plc:ofj6c75elmrwovznddy7eig7","bafyreickir72f664p6cf4u5ycqnjuwlvk6tkjpq5d3miu3hgqbbambtfta","2015-12-28T18:09:50Z","null","null","""fistularia commersonii (teleostea: fistulariidae): walking through the lessepsian paradox of mitochondrial dna\nhttp://www.tandfonline.com/doi/full/10.1080/11250003.2015.1046958        """
"at://did:plc:32r7scd5hucgv552zjfuaigc/app.bsky.feed.post/3lgu6mmm3cd2w","did:plc:32r7scd5hucgv552zjfuaigc","bafyreibzi2ijq2noc7jtbepwskvvmowyz5fuygllzpteph5gdapyz5kgkq","2025-01-29T04:57:23.297825+00:00","null","null","""the jades transient survey: discovery and classification of supernovae in the jades deep field. (replaced) christa decoursey et. al. https://arxiv.org/abs/2406.05060        """
"at://did:plc:gw5v5ur7kcfjlufu4ceyrgfn/app.bsky.feed.post/3lgziham4322h","did:plc:gw5v5ur7kcfjlufu4ceyrgfn","bafyreidayradphcumyhtynkzi4da5djlwmmkntfl62ygdcexmx3z6v5n7a","2025-01-31T07:36:39.251Z","null","null","""we discovered an incommensurately modulated phase k₁₋ₓcrse₂ — one of the rare cases where structural modulation enhances magnetism. this has exciting implications for low-dimensional magnetism! have a look at our paper in jacs: doi.org/10.1021/jacs...\n#materialschemistry #magnetism #chemsky #jacs        """
"at://did:plc:bxpaash7iceqjiur5bt7xntr/app.bsky.feed.post/3lfb6xiykw62g","did:plc:bxpaash7iceqjiur5bt7xntr","bafyreib5izguyji4wyjhe4owmlyrlq3om7d5yin5gltkyokgwt6vtdh56e","2025-01-08T22:17:42+00:00","null","null",""
"at://did:plc:2opzv2fusazfrsfdojdrn5je/app.bsky.feed.post/3lhzxez5ssk24","did:plc:2opzv2fusazfrsfdojdrn5je","bafyreibgs56ppofcfgcmhmem7s2aogvhxkfazwtqmqdqhdkv5dkwj2zgva","2025-02-13T05:29:02.090Z","at://did:plc:takb66mnuz4oudxkdzsjfyf4/app.bsky.feed.post/3lhzweunlfk2q","at://did:plc:bwvd55e4hsxpuxa5ikrfgqgo/app.bsky.feed.post/3lhzrrl4xts2u","""to be more specific, they give you 100 questions from which 10 will be picked, with all possible answers for each. if you get the first 6 right, they don’t ask the remaining 4. you can see it here: www.uscis.gov/sites/defaul... https://www.uscis.gov/sites/default/files/document/questions-and-answers/100q.pdf       """
"at://did:plc:3hpax2dmihm4wzrgfq6mge2y/app.bsky.feed.post/3lhjvicyggc22","did:plc:3hpax2dmihm4wzrgfq6mge2y","bafyreicznvzzqzuxgeiglwqwa27hjx5ukyvgyclrxfx7ck76kswcwie5sy","2025-02-06T20:12:29.766Z","at://did:plc:3hpax2dmihm4wzrgfq6mge2y/app.bsky.feed.post/3lhjvhow3qc22","at://did:plc:3hpax2dmihm4wzrgfq6mge2y/app.bsky.feed.post/3lgswk647lg2e","""from the national cancer institute:\n\nmait cells have a negative impact on glioblastoma\n\nwww.biorxiv.org/content/10.1... https://www.biorxiv.org/content/10.1101/2022.07.17.499189v3 mait cells have a negative impact on glioblastoma glioblastoma (gbm) is the most aggressive primary brain cancer in adults and remains incurable. our study revealed an immunosuppressive role of mucosal-associated invariant t (mait) cells in gbm. in b...     """
